Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Total_Floors
21-06-2022,2,8000,450,1,Carpet Area,Andul,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2
23-06-2022,1,13000,500,2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors,1,Contact Agent,2
02-07-2022,2,7500,400,Ground ,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
24-04-2022,3,12000,1000,Ground ,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1
04-06-2022,2,11000,750,Ground ,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
24-06-2022,1,6000,450,Ground ,Super Area,Baghajatin,Kolkata,Unfurnished,Family,1,Contact Owner,2
19-06-2022,3,20000,1000,1,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,2
03-07-2022,2,7000,500,1,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1
19-06-2022,4,30000,1600,Ground ,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1
02-07-2022,2,7500,550,Ground ,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
21-06-2022,1,6500,550,1,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
04-06-2022,1,3000,200,2,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
30-06-2022,2,5200,650,1,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2
22-06-2022,2,25000,1000,1,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1
27-05-2022,2,12500,680,Ground ,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
17-06-2022,2,8500,720,Ground ,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1
20-06-2022,2,3500,500,4,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,5
30-06-2022,2,7000,800,Ground ,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
19-05-2022,1,3000,160,Ground ,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
19-06-2022,2,14000,1200,1,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,2
17-06-2022,1,18000,700,Ground ,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,4
13-06-2022,1,3500,1000,Ground ,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1
16-06-2022,2,16000,1250,Ground ,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,1
06-05-2022,4,35000,1600,Ground ,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,3
04-06-2022,2,21000,700,Ground ,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
16-06-2022,1,4500,450,Ground ,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
04-06-2022,2,15000,839,1,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
01-07-2022,1,4500,230,Ground ,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
06-05-2022,1,5500,1800,Ground ,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
10-05-2022,2,8500,800,1,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
27-05-2022,1,5000,500,Ground ,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1
22-05-2022,2,8500,620,Ground ,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
24-04-2022,2,9000,650,2,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
23-05-2022,1,7500,550,1,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,2
23-04-2022,2,7000,450,1,Carpet Area,safuipara,Kolkata,Furnished,Bachelors,2,Contact Owner,3
24-04-2022,3,15000,1350,1,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2,Contact Owner,2
06-05-2022,2,7000,600,2,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
31-05-2022,3,10000,1200,2,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,4
25-06-2022,2,7000,700,1,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,2
27-06-2022,3,3200,800,1,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,3
19-06-2022,2,6000,600,Ground ,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
19-06-2022,2,12000,900,1,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3
31-05-2022,2,6000,750,Ground ,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
01-07-2022,3,10000,1250,1,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
31-05-2022,3,12000,1000,2,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,2
03-06-2022,2,8000,600,Ground ,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
30-06-2022,2,5300,650,1,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
24-06-2022,2,5000,450,2,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
11-06-2022,3,8500,800,Ground ,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
19-06-2022,3,22000,1000,Ground ,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
19-06-2022,2,7000,1000,Ground ,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
25-06-2022,3,25000,1400,5,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent,5
11-06-2022,2,7000,600,1,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,4
13-06-2022,2,15000,723,Ground ,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner,3
19-06-2022,1,6000,320,Ground ,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
17-06-2022,2,8000,900,Ground ,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
27-05-2022,3,40000,1400,Ground ,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2,Contact Agent,2
24-06-2022,1,6000,2160,1,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,2
22-06-2022,2,15000,650,Ground ,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
16-06-2022,2,6500,800,1,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1
08-06-2022,3,8000,800,2,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
05-05-2022,1,5500,500,Ground ,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
28-06-2022,3,9000,1700,1,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
27-04-2022,1,6000,130,Ground ,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
14-05-2022,1,15000,505,Ground ,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,3
04-07-2022,4,30000,4000,Ground ,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3,Contact Agent,3
22-05-2022,3,30000,1250,Ground ,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
15-06-2022,1,5000,700,Ground ,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
12-06-2022,2,15000,900,Ground ,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
26-06-2022,1,6500,650,1,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1
29-06-2022,2,4500,750,Ground ,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1
07-05-2022,2,7000,450,Ground ,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
25-06-2022,1,6500,350,1,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
12-06-2022,1,17500,480,1,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner,2
18-06-2022,2,10000,900,Ground ,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
24-05-2022,1,1500,200,Ground ,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
06-06-2022,3,25000,1100,2,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,3
28-04-2022,2,12000,800,1,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
05-06-2022,3,7500,1000,Ground ,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,2
11-06-2022,1,7000,800,1,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
29-06-2022,1,3500,200,Upper Basement ,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,4
26-06-2022,3,10000,1190,1,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
17-05-2022,2,14000,900,Ground ,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent,2
28-05-2022,2,15000,1500,Ground ,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
15-05-2022,2,6500,600,2,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
14-05-2022,3,10000,800,Ground ,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4
09-05-2022,2,10500,800,1,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,2,Contact Owner,2
11-06-2022,3,10000,900,Ground ,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
24-04-2022,1,5000,350,Ground ,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
29-06-2022,2,9000,800,Ground ,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
23-06-2022,2,20000,1600,Ground ,Carpet Area,Jadavpur University,Kolkata,Unfurnished,Bachelors,2,Contact Owner,3
12-05-2022,3,35000,1012,2,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
29-04-2022,3,15000,1200,Ground ,Carpet Area,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2,Contact Owner,2
23-04-2022,2,20000,700,1,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,2
09-05-2022,2,12000,1000,1,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
30-06-2022,2,8000,800,Ground ,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
05-05-2022,1,3000,500,Ground ,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1
20-05-2022,3,20000,1200,Ground ,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,1
10-06-2022,1,9000,450,Ground ,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,2
25-06-2022,3,13000,950,Ground ,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
30-06-2022,1,7000,350,Ground ,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,2
03-06-2022,1,9000,450,Ground ,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,3
03-05-2022,1,9000,550,Ground ,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,2
19-05-2022,2,10000,300,Ground ,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
09-05-2022,3,15000,1250,Ground ,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
22-06-2022,2,7000,700,2,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
31-05-2022,3,8000,812,Ground ,Super Area,Hooghly,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3
21-06-2022,2,8000,550,Ground ,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
22-06-2022,1,5000,500,Ground ,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1
23-06-2022,1,14000,320,1,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,1,Contact Owner,2
05-05-2022,2,5000,600,Ground ,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
01-06-2022,2,5000,420,Ground ,Carpet Area,Barasat,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2
29-06-2022,3,12000,1100,Ground ,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2
29-06-2022,1,3200,220,3,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4
10-06-2022,2,8500,700,Ground ,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
06-06-2022,3,16000,1200,Ground ,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,2
23-05-2022,2,14000,800,Ground ,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3
16-06-2022,1,8000,300,Ground ,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,1,Contact Agent,1
26-05-2022,2,7000,650,Ground ,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
30-05-2022,1,8000,600,1,Super Area,Garia,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,2
08-06-2022,1,3000,350,Ground ,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
14-06-2022,1,3800,500,1,Carpet Area,Nalta,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
10-06-2022,1,6500,400,1,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
04-05-2022,3,20000,1750,Ground ,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,3
04-05-2022,3,30000,1600,3,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3
13-06-2022,1,8000,300,Ground ,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,2
25-06-2022,2,14000,1100,1,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
22-06-2022,2,7200,830,Ground ,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
20-05-2022,2,7000,600,Ground ,Carpet Area,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
01-06-2022,1,7000,500,1,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,2,Contact Owner,2
29-06-2022,2,7500,900,1,Carpet Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
30-06-2022,2,8500,1250,Ground ,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner,1
03-06-2022,2,12000,700,Ground ,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent,2
22-06-2022,1,8500,850,Ground ,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,2,Contact Owner,1
29-06-2022,2,9500,550,Ground ,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
30-06-2022,2,7500,550,Ground ,Carpet Area,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1
15-06-2022,2,12000,1200,Ground ,Super Area,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
15-06-2022,3,20000,1100,Ground ,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1
29-06-2022,2,8500,650,Ground ,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,1
15-06-2022,3,20000,1050,Ground ,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1
20-05-2022,2,6000,960,Ground ,Super Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
30-05-2022,2,5500,650,1,Carpet Area,Joka,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1
21-05-2022,1,7000,550,Ground ,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
21-05-2022,2,7000,500,Ground ,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,1
25-04-2022,1,6500,450,3,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1,Contact Owner,4
29-06-2022,2,10000,850,1,Super Area,Agarpara,Kolkata,Unfurnished,Bachelors,2,Contact Owner,2
01-07-2022,1,5200,300,Ground ,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,3
25-04-2022,2,13000,1000,1,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,2
24-05-2022,2,7000,500,1,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
12-05-2022,2,12000,756,Ground ,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
23-04-2022,1,15000,1000,2,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3
05-05-2022,1,5000,150,1,Carpet Area,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
14-05-2022,1,8000,800,Ground ,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2
21-06-2022,2,8000,700,2,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2,Contact Agent,3
17-06-2022,1,5000,420,3,Super Area,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
21-06-2022,2,10000,800,Ground ,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1,Contact Agent,1
24-06-2022,2,12000,288,2,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
11-06-2022,2,8000,900,Ground ,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1
03-07-2022,2,21000,850,1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1
07-06-2022,1,5000,350,1,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
27-04-2022,2,9000,600,Ground ,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
26-06-2022,2,8000,1600,Ground ,Carpet Area,Kalyani,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,2
11-06-2022,2,7000,986,2,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
03-07-2022,3,35000,1330,1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,3
14-05-2022,3,15000,1300,Ground ,Super Area,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
22-05-2022,2,6200,800,Ground ,Carpet Area,Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,2
26-05-2022,2,9900,800,1,Carpet Area,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4
03-07-2022,2,7000,850,Ground ,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
10-05-2022,1,5000,322,1,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,3
19-06-2022,2,6500,800,Ground ,Carpet Area,Agarpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,2
03-07-2022,4,40000,1500,Ground ,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent,2
08-06-2022,3,40000,3500,1,Super Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
26-06-2022,2,12000,957,1,Carpet Area,Dasnagar,Kolkata,Furnished,Bachelors,2,Contact Owner,2
18-05-2022,1,6500,850,1,Carpet Area,Baksara,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
23-06-2022,2,10000,900,Ground ,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner,2
29-06-2022,2,15000,600,Ground ,Super Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
09-05-2022,1,5000,350,Ground ,Carpet Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,5
18-06-2022,2,7000,800,Ground ,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
31-05-2022,2,6000,320,1,Carpet Area,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
29-04-2022,3,15000,800,Ground ,Carpet Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4
03-07-2022,2,10000,700,1,Carpet Area,Baghajatin,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,1
04-07-2022,2,22000,1200,1,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent,2
23-05-2022,2,8500,750,1,Carpet Area,Ramchandrapur north,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
04-07-2022,3,35000,1200,Ground ,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent,3
12-06-2022,2,7000,450,Ground ,Carpet Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4
26-06-2022,3,8500,1430,Ground ,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
09-05-2022,2,6000,450,1,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,3
28-06-2022,4,35000,800,Ground ,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,1
03-06-2022,1,6000,400,1,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
23-04-2022,2,8000,650,1,Super Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
07-06-2022,1,5000,450,1,Carpet Area,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,2
24-05-2022,2,6000,600,Ground ,Super Area,Belgharia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,4
10-06-2022,3,15000,1200,1,Carpet Area,Lake Town,Kolkata,Unfurnished,Family,2,Contact Owner,3
13-05-2022,2,9000,700,3,Carpet Area,Baguiati,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3
13-05-2022,1,5000,300,Ground ,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors,1,Contact Agent,1
26-05-2022,3,8000,1200,1,Super Area,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,4
03-07-2022,3,35000,1300,Ground ,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,1
27-06-2022,1,5500,400,Ground ,Super Area,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,1
03-07-2022,3,35000,1320,Ground ,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent,2
